CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,Price,ln_Price
0.19657,22,5.86,0,0.4365,6.226,79.2,6.267675,7,330,19.1,376.14,10.15,20.5,3.020424886
0.16439,22,5.86,0,0.4365,6.433,49.1,6.267675,7,330,19.1,374.71,9.52,24.5,3.198673118
0.19073,22,5.86,0,0.4365,6.718,32.2,6.267675,7,330,19.1,393.74,6.56,26.2,3.265759411
0.1403,22,5.86,0,0.4365,6.487,32.2,6.267675,7,330,19.1,396.28,5.9,24.4,3.194583132
0.21409,22,5.86,0,0.4365,6.438,32.2,6.267675,7,330,19.1,377.07,5.465,24.8,3.210843653
0.08221,22,5.86,0,0.4365,6.94,32.2,6.267675,7,330,19.1,386.09,5.465,29.6,3.387774361
0.36894,22,5.86,0,0.4365,6.94,32.2,6.267675,7,330,19.1,396.9,5.465,31.025,3.434792358
0.05077,28,3.64,0,0.4365,6.108,32.2,6.267675,3,315,16.4,392.89,6.57,21.9,3.086486637
0.05077,28,3.64,0,0.4365,5.876,32.2,6.267675,3,315,16.4,395.18,9.25,20.9,3.039749159
0.05077,28,3.75,0,0.4365,6.94,34.2,6.267675,3,254.75,15.9,386.34,5.465,31.025,3.434792358
0.61154,20,3.97,0,0.647,6.94,86.9,1.8022,5,264,15.575,389.7,5.465,31.025,3.434792358
0.66351,20,3.97,0,0.647,6.94,97.3,1.8946,5,264,15.575,383.29,7.79,31.025,3.434792358
0.65665,20,3.97,0,0.647,6.842,97.3,2.0107,5,264,15.575,391.93,6.9,30.1,3.404525172
0.54011,20,3.97,0,0.647,6.94,81.8,2.1121,5,264,15.575,392.8,9.59,31.025,3.434792358
0.53412,20,3.97,0,0.647,6.94,89.4,2.1398,5,264,15.575,388.37,7.26,31.025,3.434792358
0.52014,20,3.97,0,0.647,6.94,91.5,2.2885,5,264,15.575,386.86,5.91,31.025,3.434792358
0.82526,20,3.97,0,0.647,6.94,94.5,2.0788,5,264,15.575,393.42,11.25,31,3.433987204
0.55007,20,3.97,0,0.647,6.94,91.6,1.9301,5,264,15.575,387.89,8.1,31.025,3.434792358
0.76162,20,3.97,0,0.647,5.712,62.8,1.9865,5,264,15.575,392.4,10.45,22.8,3.126760536
0.7857,20,3.97,0,0.647,6.94,84.6,2.1329,5,264,15.575,384.07,14.79,30.7,3.424262655
0.57834,20,3.97,0,0.575,6.94,67,2.4216,5,264,15.575,384.54,7.44,31.025,3.434792358
0.5405,20,3.97,0,0.575,6.94,52.6,2.872,5,264,15.575,390.3,5.465,31.025,3.434792358
0.09065,20,6.96,0,0.464,5.92,61.5,3.9175,3,254.75,18.6,391.34,13.65,20.7,3.0301337
0.29916,20,6.96,0,0.464,5.856,42.1,4.429,3,254.75,18.6,388.65,13,21.1,3.04927304
0.16211,20,6.96,0,0.464,6.24,32.2,4.429,3,254.75,18.6,396.9,6.59,25.2,3.226843995
0.1146,20,6.96,0,0.464,6.538,58.7,3.9175,3,254.75,18.6,394.96,7.73,24.4,3.194583132
0.22188,20,6.96,0,0.464,6.94,51.8,4.3665,3,254.75,18.6,390.77,6.58,31.025,3.434792358
0.05644,28,6.41,0,0.447,6.758,32.9,4.0776,4,254.75,17.6,396.9,5.465,31.025,3.434792358
0.09604,28,6.41,0,0.447,6.854,42.8,4.2673,4,254.75,17.6,396.9,5.465,31.025,3.434792358
0.10469,28,6.41,0,0.447,6.94,49,4.7872,4,254.75,17.6,389.25,6.05,31.025,3.434792358
0.06127,28,6.41,0,0.447,6.826,32.2,4.8628,4,254.75,17.6,393.45,5.465,31.025,3.434792358
0.07978,28,6.41,0,0.447,6.482,32.2,4.1403,4,254.75,17.6,396.9,7.19,29.1,3.370738174
0.21038,20,3.64,0,0.4429,6.812,32.2,4.1007,5,254.75,15.575,396.9,5.465,31.025,3.434792358
0.05077,20,3.64,0,0.4429,6.94,64.5,4.6947,5,254.75,15.575,387.31,5.465,31.025,3.434792358
0.05077,20,3.64,0,0.4429,6.94,37.2,5.2447,5,254.75,15.575,392.23,5.465,31.025,3.434792358
0.06129,20,3.64,0,0.4429,6.94,49.7,5.2119,5,254.75,15.575,377.07,5.465,31.025,3.434792358
0.05077,28,3.64,0,0.4365,6.94,32.2,5.885,3,254.75,15.575,395.52,5.465,31.025,3.434792358
0.05077,28,3.64,0,0.4365,6.94,32.2,6.267675,3,285,15.575,394.72,7.85,31.025,3.434792358
0.05077,28,3.64,0,0.4365,6.453,32.2,6.267675,3,300,15.575,394.72,8.23,22,3.091042453
0.05077,28,3.64,0,0.4365,6.23,32.2,6.267675,3,254.75,18.2,343.8575,12.93,20.1,3.000719815
0.05077,28,5.32,0,0.4365,6.209,32.2,6.267675,6,293,16.6,396.9,7.14,23.2,3.144152279
0.05077,28,5.32,0,0.4365,6.315,45.6,6.267675,6,293,16.6,396.9,7.6,22.3,3.104586678
0.05077,28,5.32,0,0.4365,6.565,32.2,6.267675,6,293,16.6,371.72,9.51,24.8,3.210843653
0.05077,28,4.95,0,0.4365,6.861,32.2,5.1167,4,254.75,19.2,396.9,5.465,28.5,3.349904087
0.07886,28,4.95,0,0.4365,6.94,32.2,5.1167,4,254.75,19.2,396.9,5.465,31.025,3.434792358
0.05077,28,4.95,0,0.4365,6.63,32.2,5.1167,4,254.75,19.2,396.9,5.465,27.9,3.328626689
0.08265,0,13.92,0,0.437,6.127,32.2,5.5027,4,289,16,396.9,8.58,23.9,3.173878459
0.08199,0,13.92,0,0.437,6.009,42.3,5.5027,4,289,16,396.9,10.4,21.7,3.077312261
0.12932,0,13.92,0,0.437,6.678,32.2,5.9604,4,289,16,396.9,6.27,28.6,3.353406718
0.05372,0,13.92,0,0.437,6.549,51,5.9604,4,289,16,392.85,7.39,27.1,3.299533728
0.14103,0,13.92,0,0.437,5.79,58,6.267675,4,289,16,396.9,15.84,20.3,3.010620886
0.06466,28,3.64,0,0.4365,6.345,32.2,6.267675,5,358,15.575,368.24,5.465,22.5,3.113515309
0.05561,28,3.64,0,0.4365,6.94,32.2,6.267675,5,358,15.575,371.58,5.465,29,3.36729583
0.05077,28,3.64,0,0.4365,6.871,47.4,6.267675,5,358,15.575,390.86,6.07,24.8,3.210843653
0.05077,28,6.09,0,0.4365,6.59,40.4,5.4917,7,329,16.1,395.75,9.5,22,3.091042453
0.09266,28,6.09,0,0.4365,6.495,32.2,5.4917,7,329,16.1,383.61,8.67,26.4,3.27336401
0.1,28,6.09,0,0.4365,6.94,32.2,5.4917,7,329,16.1,390.43,5.465,31.025,3.434792358
0.05515,28,3.64,0,0.472,6.94,41.1,4.022,7,254.75,18.4,393.68,6.93,31.025,3.434792358
0.05479,28,3.64,0,0.472,6.616,58.1,3.37,7,254.75,18.4,393.36,8.93,28.4,3.346389145
0.07503,28,3.64,0,0.472,6.94,71.9,3.0992,7,254.75,18.4,396.9,6.47,31.025,3.434792358
0.05077,28,3.64,0,0.472,6.849,70.3,3.1827,7,254.75,18.4,396.9,7.53,28.2,3.339321978
0.49298,0,9.9,0,0.544,6.635,82.5,3.3175,4,304,18.4,396.9,5.465,22.8,3.126760536
0.3494,0,9.9,0,0.544,5.972,76.7,3.1025,4,304,18.4,396.24,9.97,20.3,3.010620886
2.63548,0,9.9,0,0.544,5.712,37.8,2.5194,4,304,18.4,350.45,12.64,16.1,2.778819272
0.79041,0,9.9,0,0.544,6.122,52.8,2.6403,4,304,18.4,396.9,5.98,22.1,3.095577609
0.26169,0,9.9,0,0.544,6.023,90.4,2.834,4,304,18.4,396.3,11.72,19.4,2.965273066
0.26938,0,9.9,0,0.544,6.266,82.8,3.2628,4,304,18.4,393.39,7.9,21.6,3.072693315
0.3692,0,9.9,0,0.544,6.567,87.3,3.6023,4,304,18.4,395.69,9.28,23.8,3.169685581
0.25356,0,9.9,0,0.544,5.712,77.7,3.945,4,304,18.4,396.42,11.5,16.2,2.785011242
0.31827,0,9.9,0,0.544,5.914,83.2,3.9986,4,304,18.4,390.7,18.33,17.8,2.879198457
0.24522,0,9.9,0,0.544,5.782,71.7,4.0317,4,304,18.4,396.9,15.94,19.8,2.985681938
0.40202,0,9.9,0,0.544,6.382,67.2,3.5325,4,304,18.4,395.21,10.36,23.1,3.139832618
0.47547,0,9.9,0,0.544,6.113,58.8,4.0019,4,304,18.4,396.23,12.73,21,3.044522438
0.1676,0,7.38,0,0.493,6.426,52.3,4.5404,5,287,19.6,396.9,7.2,23.8,3.169685581
0.18159,0,7.38,0,0.493,6.376,54.3,4.5404,5,287,19.6,396.9,6.87,23.1,3.139832618
0.35114,0,7.38,0,0.493,6.041,49.9,4.7211,5,287,19.6,396.9,7.7,20.4,3.015534901
0.28392,0,7.38,0,0.493,5.712,74.3,4.7211,5,287,19.6,391.13,11.74,18.5,2.917770732
0.34109,0,7.38,0,0.493,6.415,40.1,4.7211,5,287,19.6,396.9,6.12,25,3.218875825
0.19186,0,7.38,0,0.493,6.431,32.2,5.4159,5,287,19.6,393.68,5.465,24.6,3.202746443
0.30347,0,7.38,0,0.493,6.312,32.2,5.4159,5,287,19.6,396.9,6.15,23,3.135494216
0.24103,0,7.38,0,0.493,6.083,43.7,5.4159,5,287,19.6,396.9,12.79,22.2,3.100092289
0.06617,0,3.64,0,0.46,5.868,32.2,5.2146,4,430,16.9,382.44,9.97,19.3,2.960105096
0.06724,0,3.64,0,0.46,6.333,32.2,5.2146,4,430,16.9,375.21,7.34,22.6,3.117949906
0.05077,0,3.64,0,0.46,6.144,32.2,5.8736,4,430,16.9,368.57,9.09,19.8,2.985681938
0.05077,28,6.06,0,0.4379,5.712,32.2,6.267675,3,304,16.9,394.02,12.43,17.1,2.839078464
0.05077,28,6.06,0,0.4379,6.031,32.2,6.267675,3,304,16.9,362.25,7.83,19.4,2.965273066
0.05083,0,5.19,0,0.515,6.316,38.1,6.267675,5,254.75,20.2,389.71,5.68,22.2,3.100092289
0.05077,0,5.19,0,0.515,6.31,38.5,6.267675,5,254.75,20.2,389.4,6.75,20.7,3.0301337
0.05077,0,5.19,0,0.515,6.037,34.5,5.9853,5,254.75,20.2,396.9,8.01,21.1,3.04927304
0.05077,0,5.19,0,0.515,5.869,46.3,5.2311,5,254.75,20.2,396.9,9.8,19.5,2.970414466
0.05077,0,5.19,0,0.515,5.895,59.6,5.615,5,254.75,20.2,394.81,10.56,18.5,2.917770732
0.05077,0,5.19,0,0.515,6.059,37.3,4.8122,5,254.75,20.2,396.14,8.51,20.6,3.025291076
0.05497,0,5.19,0,0.515,5.985,45.4,4.8122,5,254.75,20.2,396.9,9.74,19,2.944438979
0.06151,0,5.19,0,0.515,5.968,58.5,4.8122,5,254.75,20.2,396.9,9.29,18.7,2.928523524
0.05077,28,3.64,0,0.442,6.94,49.3,6.267675,3,284,15.575,394.74,5.49,31.025,3.434792358
0.05077,0,3.64,0,0.518,6.54,59.7,6.2669,3,422,15.9,389.96,8.65,16.5,2.803360381
0.05077,28,3.78,0,0.484,6.696,56.4,5.7321,5,370,17.6,396.9,7.18,23.9,3.173878459
0.05077,28,3.78,0,0.484,6.874,32.2,6.267675,5,370,17.6,387.97,5.465,31.025,3.434792358
0.05077,0,4.39,0,0.442,6.014,48.5,6.267675,3,352,18.8,385.64,10.53,17.5,2.862200881
0.06162,0,4.39,0,0.442,5.898,52.3,6.267675,3,352,18.8,364.61,12.67,17.2,2.844909384
0.05077,28,4.15,0,0.4365,6.516,32.2,6.267675,4,351,17.9,392.43,6.36,23.1,3.139832618
0.05077,28,3.64,0,0.4365,6.635,32.2,6.267675,4,280,17,390.94,5.99,24.5,3.198673118
0.05077,28,3.64,0,0.4365,6.939,34.5,6.267675,3,335,19.7,389.85,5.89,26.6,3.280911216
0.06211,28,3.64,0,0.4365,6.49,44.4,6.267675,3,335,19.7,396.9,5.98,22.9,3.131136911
0.0795,28,3.64,0,0.4365,6.579,35.9,6.267675,4,411,18.3,370.78,5.49,24.1,3.18221184
0.07244,28,3.64,0,0.4365,5.884,32.2,6.267675,4,411,18.3,392.33,7.79,18.6,2.923161581
0.05077,28,3.64,0,0.4365,6.728,36.1,6.267675,5,254.75,17,384.46,5.465,30.1,3.404525172
0.05077,28,3.64,0,0.4365,5.712,32.2,6.267675,4,334,20.2,382.8,8.05,18.2,2.901421594
0.10659,28,3.64,0,0.4365,5.936,32.2,6.267675,4,334,20.2,376.04,5.57,20.6,3.025291076
8.0083075,0,18.1,0,0.693,6.212,97.3,2.1222,24,666,20.2,377.73,17.6,17.8,2.879198457
3.8497,0,18.1,0,0.693,6.395,91,2.5052,24,666,20.2,391.34,13.27,21.7,3.077312261
5.20177,0,18.1,0,0.693,6.127,83.4,2.7227,24,666,20.2,395.43,11.48,22.7,3.122364924
4.26131,0,18.1,0,0.693,6.112,81.3,2.5091,24,666,20.2,390.74,12.67,22.6,3.117949906
4.54192,0,18.1,0,0.693,6.398,88,2.5182,24,666,20.2,374.56,7.79,25,3.218875825
3.83684,0,18.1,0,0.693,6.251,91.1,2.2955,24,666,20.2,350.65,14.19,19.9,2.990719732
3.67822,0,18.1,0,0.693,5.712,96.2,2.1036,24,666,20.2,380.79,10.19,20.8,3.034952987
4.22239,0,18.1,0,0.693,5.803,89,1.9047,24,666,20.2,353.04,14.64,16.8,2.821378886
3.47428,0,18.1,0,0.693,6.94,82.9,1.9047,24,666,20.2,354.55,5.465,21.9,3.086486637
4.55587,0,18.1,0,0.693,5.712,87.9,1.8022,24,666,20.2,354.7,7.12,27.5,3.314186005
3.69695,0,18.1,0,0.693,5.712,91.4,1.8022,24,666,20.2,343.8575,14,21.9,3.086486637
8.0083075,0,18.1,0,0.631,5.712,97.3,1.8022,24,666,20.2,343.8575,13.33,23.1,3.139832618
4.89822,0,18.1,0,0.631,5.712,97.3,1.8022,24,666,20.2,375.52,5.465,31.025,3.434792358
5.66998,0,18.1,0,0.631,6.683,96.8,1.8022,24,666,20.2,375.33,5.465,31.025,3.434792358
6.53876,0,18.1,0,0.631,6.94,97.3,1.8022,24,666,20.2,392.05,5.465,31.025,3.434792358
8.0083075,0,18.1,0,0.631,6.216,97.3,1.8022,24,666,20.2,366.15,9.53,31.025,3.434792358
8.0083075,0,18.1,0,0.668,5.875,89.6,1.8022,24,666,20.2,347.88,8.88,31.025,3.434792358
8.0083075,0,18.1,0,0.668,5.712,97.3,1.8022,24,666,20.2,396.9,19.805,13.975,2.637265207
8.0083075,0,18.1,0,0.668,5.712,97.3,1.8022,24,666,20.2,396.9,19.805,13.975,2.637265207
8.0083075,0,18.1,0,0.671,6.94,97.3,1.8022,24,666,20.2,396.9,13.44,15,2.708050201
8.0083075,0,18.1,0,0.671,6.649,93.3,1.8022,24,666,20.2,363.02,19.805,13.975,2.637265207
8.0083075,0,18.1,0,0.671,6.794,97.3,1.8022,24,666,20.2,396.9,19.805,13.975,2.637265207
8.0083075,0,18.1,0,0.671,6.38,96.2,1.8022,24,666,20.2,396.9,19.805,13.975,2.637265207
8.0083075,0,18.1,0,0.671,6.223,97.3,1.8022,24,666,20.2,393.74,19.805,13.975,2.637265207
8.0083075,0,18.1,0,0.671,6.94,91.9,1.8022,24,666,20.2,396.9,17.21,13.975,2.637265207
8.0083075,0,18.1,0,0.671,6.545,97.3,1.8022,24,666,20.2,396.9,19.805,13.975,2.637265207
8.0083075,0,18.1,0,0.693,5.712,97.3,1.8022,24,666,20.2,396.9,19.805,13.975,2.637265207
7.99248,0,18.1,0,0.693,5.712,97.3,1.8022,24,666,20.2,396.9,19.805,13.975,2.637265207
8.0083075,0,18.1,0,0.693,5.712,91.2,1.8022,24,666,20.2,343.8575,19.805,13.975,2.637265207
8.0083075,0,18.1,0,0.693,5.712,97.3,1.8022,24,666,20.2,396.9,19.805,13.975,2.637265207
8.0083075,0,18.1,0,0.693,5.712,97.3,1.8022,24,666,20.2,396.9,19.805,13.975,2.637265207
8.0083075,0,18.1,0,0.693,5.712,89.5,1.8022,24,666,20.2,396.9,19.805,13.975,2.637265207
8.0083075,0,18.1,0,0.693,5.712,97.3,1.8022,24,666,20.2,372.92,19.805,13.975,2.637265207
8.0083075,0,18.1,0,0.693,5.712,97.3,1.8022,24,666,20.2,396.9,19.805,13.975,2.637265207
6.96215,0,18.1,0,0.693,5.713,97,1.9265,24,666,20.2,394.43,17.11,15.1,2.714694744
5.29305,0,18.1,0,0.693,6.051,82.5,2.1678,24,666,20.2,378.38,18.76,23.2,3.144152279
8.0083075,0,18.1,0,0.693,5.712,97,1.8022,24,666,20.2,396.9,19.805,13.975,2.637265207
8.0083075,0,18.1,0,0.693,6.193,92.6,1.8022,24,666,20.2,396.9,15.17,13.975,2.637265207
8.0083075,0,18.1,0,0.693,5.887,94.7,1.8022,24,666,20.2,396.9,16.35,13.975,2.637265207
8.0083075,0,18.1,0,0.693,6.471,97.3,1.8022,24,666,20.2,391.98,17.12,13.975,2.637265207
5.87205,0,18.1,0,0.693,6.405,96,1.8022,24,666,20.2,396.9,19.37,13.975,2.637265207
7.67202,0,18.1,0,0.693,5.747,97.3,1.8022,24,666,20.2,393.1,19.805,13.975,2.637265207
8.0083075,0,18.1,0,0.693,5.712,97.3,1.8022,24,666,20.2,396.9,19.805,13.975,2.637265207
8.0083075,0,18.1,0,0.693,5.852,77.8,1.8022,24,666,20.2,343.8575,19.805,13.975,2.637265207
8.0083075,0,18.1,0,0.693,5.987,97.3,1.8022,24,666,20.2,396.9,19.805,13.975,2.637265207
8.0083075,0,18.1,0,0.693,6.343,97.3,1.8022,24,666,20.2,396.9,19.805,13.975,2.637265207
8.0083075,0,18.1,0,0.693,6.404,97.3,1.8022,24,666,20.2,376.11,19.805,13.975,2.637265207
8.0083075,0,18.1,0,0.693,5.712,96,1.8022,24,666,20.2,396.9,19.77,13.975,2.637265207
8.0083075,0,18.1,0,0.693,5.712,85.4,1.8022,24,666,20.2,343.8575,19.805,13.975,2.637265207
8.0083075,0,18.1,0,0.693,5.712,97.3,1.8022,24,666,20.2,384.97,19.805,13.975,2.637265207
8.0083075,0,18.1,0,0.659,5.712,97.3,1.8022,24,666,20.2,370.22,19.805,13.975,2.637265207
8.0083075,0,18.1,0,0.659,5.712,97.3,1.8022,24,666,20.2,343.8575,12.13,27.9,3.328626689
7.40389,0,18.1,0,0.597,5.712,97.3,1.8022,24,666,20.2,343.8575,19.805,17.2,2.844909384
8.0083075,0,18.1,0,0.597,6.852,97.3,1.8022,24,666,20.2,343.8575,19.78,27.5,3.314186005
8.0083075,0,18.1,0,0.597,5.757,97.3,1.8022,24,666,20.2,343.8575,10.11,15,2.708050201
8.0083075,0,18.1,0,0.597,6.657,97.3,1.8022,24,666,20.2,343.8575,19.805,17.2,2.844909384
8.0083075,0,18.1,0,0.597,5.712,97.3,1.8022,24,666,20.2,343.8575,19.805,17.9,2.884800713
8.0083075,0,18.1,0,0.597,5.712,97.3,1.8022,24,666,20.2,343.8575,19.805,16.3,2.791165108
8.0083075,0,18.1,0,0.693,5.712,97.3,1.8022,24,666,20.2,343.8575,19.805,13.975,2.637265207
8.0083075,0,18.1,0,0.679,6.434,97.3,1.8347,24,666,20.2,343.8575,19.805,13.975,2.637265207
8.0083075,0,18.1,0,0.679,6.782,90.8,1.8195,24,666,20.2,343.8575,19.805,13.975,2.637265207
8.0083075,0,18.1,0,0.679,5.712,89.1,1.8022,24,666,20.2,343.8575,19.805,13.975,2.637265207
8.0083075,0,18.1,0,0.679,5.957,97.3,1.8026,24,666,20.2,343.8575,19.805,13.975,2.637265207
8.0083075,0,18.1,0,0.693,6.824,76.5,1.8022,24,666,20.2,343.8575,19.805,13.975,2.637265207
8.0083075,0,18.1,0,0.693,6.411,97.3,1.8589,24,666,20.2,343.8575,15.02,16.7,2.815408719
7.02259,0,18.1,0,0.693,6.006,95.3,1.8746,24,666,20.2,343.8575,15.7,14.2,2.653241965
8.0083075,0,18.1,0,0.614,5.712,87.6,1.9512,24,666,20.2,343.8575,14.1,20.8,3.034952987
7.05042,0,18.1,0,0.614,6.103,85.1,2.0218,24,666,20.2,343.8575,19.805,13.975,2.637265207
8.0083075,0,18.1,0,0.584,5.712,70.6,2.0635,24,666,20.2,343.8575,17.16,13.975,2.637265207
8.0083075,0,18.1,0,0.679,5.896,95.4,1.9096,24,666,20.2,343.8575,19.805,13.975,2.637265207
8.0083075,0,18.1,0,0.584,5.837,59.7,1.9976,24,666,20.2,343.8575,15.69,13.975,2.637265207
8.0083075,0,18.1,0,0.679,6.202,78.7,1.8629,24,666,20.2,343.8575,14.52,13.975,2.637265207
7.36711,0,18.1,0,0.679,6.193,78.1,1.9356,24,666,20.2,343.8575,19.805,13.975,2.637265207
8.0083075,0,18.1,0,0.679,6.38,95.6,1.9682,24,666,20.2,343.8575,19.805,13.975,2.637265207
8.0083075,0,18.1,0,0.584,6.348,86.1,2.0527,24,666,20.2,343.8575,17.64,14.5,2.674148649
8.0083075,0,18.1,0,0.584,6.833,94.3,2.0882,24,666,20.2,343.8575,19.69,14.1,2.646174797
6.44405,0,18.1,0,0.584,6.425,74.8,2.2004,24,666,20.2,343.8575,12.03,16.1,2.778819272
5.58107,0,18.1,0,0.693,6.436,87.9,2.3158,24,666,20.2,343.8575,16.22,14.3,2.660259537
8.0083075,0,18.1,0,0.693,6.208,95,2.2222,24,666,20.2,343.8575,15.17,13.975,2.637265207
8.0083075,0,18.1,0,0.693,6.629,94.6,2.1247,24,666,20.2,343.8575,19.805,13.975,2.637265207
8.0083075,0,18.1,0,0.693,6.461,93.3,2.0026,24,666,20.2,343.8575,18.05,13.975,2.637265207
8.0083075,0,18.1,0,0.693,6.152,97.3,1.9142,24,666,20.2,343.8575,19.805,13.975,2.637265207
8.0083075,0,18.1,0,0.693,5.935,87.9,1.8206,24,666,20.2,343.8575,19.805,13.975,2.637265207
8.0083075,0,18.1,0,0.693,5.712,93.9,1.8172,24,666,20.2,396.9,19.805,13.975,2.637265207
8.0083075,0,18.1,0,0.693,5.818,92.4,1.8662,24,666,20.2,391.45,19.805,13.975,2.637265207
8.0083075,0,18.1,0,0.693,6.406,97.2,2.0651,24,666,20.2,385.96,19.52,17.1,2.839078464
5.66637,0,18.1,0,0.693,6.219,97.3,2.0048,24,666,20.2,395.69,16.59,18.4,2.912350665
8.0083075,0,18.1,0,0.693,6.485,97.3,1.9784,24,666,20.2,386.73,18.85,15.4,2.734367509
8.0083075,0,18.1,0,0.693,5.854,96.6,1.8956,24,666,20.2,343.8575,19.805,13.975,2.637265207
8.0083075,0,18.1,0,0.693,6.459,94.8,1.9879,24,666,20.2,343.8575,19.805,13.975,2.637265207
6.28807,0,18.1,0,0.693,6.341,96.4,2.072,24,666,20.2,343.8575,17.79,14.9,2.701361213
8.0083075,0,18.1,0,0.693,6.251,96.6,2.198,24,666,20.2,388.52,16.44,13.975,2.637265207
8.0083075,0,18.1,0,0.693,6.185,97.3,2.2616,24,666,20.2,396.9,18.13,14.1,2.646174797
7.52601,0,18.1,0,0.693,6.417,97.3,2.185,24,666,20.2,343.8575,19.31,13.975,2.637265207
6.71772,0,18.1,0,0.693,6.749,92.6,2.3236,24,666,20.2,343.8575,17.44,13.975,2.637265207
5.44114,0,18.1,0,0.693,6.655,97.3,2.3552,24,666,20.2,355.29,17.73,15.2,2.721295428
5.09017,0,18.1,0,0.693,6.297,91.8,2.3682,24,666,20.2,385.09,17.27,16.1,2.778819272
8.0083075,0,18.1,0,0.693,6.94,97.3,2.4527,24,666,20.2,375.87,16.74,17.8,2.879198457
8.0083075,0,18.1,0,0.693,6.728,94.1,2.4961,24,666,20.2,343.8575,18.71,14.9,2.701361213
4.75237,0,18.1,0,0.693,6.525,86.5,2.4358,24,666,20.2,343.8575,18.13,14.1,2.646174797
4.66883,0,18.1,0,0.693,5.976,87.9,2.5806,24,666,20.2,343.8575,19.01,13.975,2.637265207
8.0083075,0,18.1,0,0.693,5.936,80.3,2.7792,24,666,20.2,343.8575,16.94,13.975,2.637265207
7.75223,0,18.1,0,0.693,6.301,83.7,2.7831,24,666,20.2,343.8575,16.23,14.9,2.701361213
6.80117,0,18.1,0,0.693,6.081,84.4,2.7175,24,666,20.2,396.9,14.7,20,2.995732274
4.81213,0,18.1,0,0.693,6.701,90,2.5975,24,666,20.2,343.8575,16.42,16.4,2.797281335
3.69311,0,18.1,0,0.693,6.376,88.4,2.5671,24,666,20.2,391.43,14.65,17.7,2.87356464
6.65492,0,18.1,0,0.693,6.317,83,2.7344,24,666,20.2,396.9,13.99,19.5,2.970414466
5.82115,0,18.1,0,0.693,6.513,89.9,2.8016,24,666,20.2,393.82,10.29,20.2,3.005682604
7.83932,0,18.1,0,0.655,6.209,65.4,2.9634,24,666,20.2,396.9,13.22,21.4,3.063390922
3.1636,0,18.1,0,0.655,5.759,48.2,3.0665,24,666,20.2,343.8575,14.13,19.9,2.990719732
3.77498,0,18.1,0,0.655,5.952,84.7,2.8715,24,666,20.2,343.8575,17.15,19,2.944438979
4.42228,0,18.1,0,0.584,6.003,94.5,2.5403,24,666,20.2,343.8575,19.805,19.1,2.949688335
8.0083075,0,18.1,0,0.58,5.926,71,2.9084,24,666,20.2,368.74,18.13,19.1,2.949688335
8.0083075,0,18.1,0,0.58,5.713,56.7,2.8237,24,666,20.2,396.9,14.76,20.1,3.000719815
4.34879,0,18.1,0,0.58,6.167,84,3.0334,24,666,20.2,396.9,16.29,19.9,2.990719732
4.03841,0,18.1,0,0.532,6.229,90.7,3.0993,24,666,20.2,395.33,12.87,19.6,2.975529566
3.56868,0,18.1,0,0.58,6.437,75,2.8965,24,666,20.2,393.37,14.36,23.2,3.144152279
4.64689,0,18.1,0,0.614,6.94,67.6,2.5329,24,666,20.2,374.68,11.66,29.8,3.394508394
8.0083075,0,18.1,0,0.584,5.712,95.4,2.4298,24,666,20.2,352.58,18.14,13.975,2.637265207
6.39312,0,18.1,0,0.584,6.162,97.3,2.206,24,666,20.2,343.8575,19.805,13.975,2.637265207
4.87141,0,18.1,0,0.614,6.484,93.6,2.3053,24,666,20.2,396.21,18.68,16.7,2.815408719
8.0083075,0,18.1,0,0.614,5.712,97.3,2.1007,24,666,20.2,349.48,19.805,13.975,2.637265207
8.0083075,0,18.1,0,0.614,6.185,96.7,2.1705,24,666,20.2,379.7,18.03,14.6,2.681021529
8.0083075,0,18.1,0,0.614,6.229,88,1.9512,24,666,20.2,383.32,13.11,21.4,3.063390922
5.82401,0,18.1,0,0.532,6.242,64.7,3.4242,24,666,20.2,396.9,10.74,23,3.135494216
5.70818,0,18.1,0,0.532,6.75,74.9,3.3317,24,666,20.2,393.07,7.74,23.7,3.165475048
5.73116,0,18.1,0,0.532,6.94,77,3.4106,24,666,20.2,395.28,7.01,25,3.218875825
2.81838,0,18.1,0,0.532,5.762,40.3,4.0983,24,666,20.2,392.92,10.42,21.8,3.08190997
2.37857,0,18.1,0,0.583,5.871,41.9,3.724,24,666,20.2,370.73,13.34,20.6,3.025291076
3.67367,0,18.1,0,0.583,6.312,51.9,3.9917,24,666,20.2,388.62,10.58,21.2,3.054001182
5.69175,0,18.1,0,0.583,6.114,79.8,3.5459,24,666,20.2,392.68,14.98,19.1,2.949688335
4.83567,0,18.1,0,0.583,5.905,53.2,3.1523,24,666,20.2,388.22,11.45,20.6,3.025291076
0.15086,0,18.1,0,0.609,5.712,92.7,1.8209,4,666,20.1,395.09,18.06,15.2,2.721295428
0.18337,0,18.1,0,0.609,5.712,97.3,1.8022,4,666,20.1,344.05,19.805,13.975,2.637265207
0.20746,0,18.1,0,0.609,5.712,97.3,1.8226,4,666,20.1,343.8575,19.805,13.975,2.637265207
0.10574,0,18.1,0,0.609,5.983,97.3,1.8681,4,666,20.1,390.11,18.07,13.975,2.637265207
0.11132,0,18.1,0,0.609,5.983,83.5,2.1099,4,666,20.1,396.9,13.35,20.1,3.000719815
